website,instruction,steps,criteria,feasibility_classification,feasibility_confidence,feasibility_reasoning,http_status_code,http_reachable,http_error
euronews.net,"What is the primary reason for the conviction of the former Volkswagen managers in the 'Dieselgate' case, according to the Euronews article?","[""Navigate to 'euronews.net'""
 ""Search for 'Volkswagen Dieselgate' or 'Volkswagen emissions scandal' in the search bar""
 ""Click on the article titled 'German court convicts four ex-Volkswagen managers of fraud in emissions scandal'""
 'Read the article to identify the primary reason for their conviction'
 'Respond with the primary reason for their conviction']","[""Identifies 'fraud' or 'fraud in emissions scandal' as the primary reason for conviction""
 'Successfully navigates to and opens the specified article']",WEBSITE_DOWN,1.0,"The browse tool was unable to access the specified starting URL, https://euronews.net, indicating the website is currently inaccessible.",200.0,True,
actionroofing.com.au,What types of roofing materials does Action Roofing specialize in for their replacement services?,"[""Navigate to 'actionroofing.com.au'""
 ""Explore the 'Roofing Service' or 'Other Roof Services' dropdowns for detailed service information""
 'Look for specific mentions of roofing materials used in replacement projects'
 'List the specialized roofing materials in the answer']","['Identifies at least two specific roofing materials (e.g., tile, metal, asphalt shingles) that Action Roofing specializes in for replacement.'
 'The information provided is explicitly stated on the website.']",UNCERTAIN,0.0,"LLM assessment failed: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}",200.0,True,
seattleopera.org,Find the earliest available performance date for 'The Pirates of Penzance' at the Seattle Opera and state its location and time.,"[""Navigate to 'seattleopera.org'"" ""Click on the 'Calendar' link""
 ""Filter events by 'Performances' if not already selected""
 ""Filter events by 'The Pirates of Penzance' under 'By Performance Name'""
 ""Identify the earliest performance date, location, and time for 'The Pirates of Penzance'""
 'Respond with the date, location, and time']","[""Identifies 'The Pirates of Penzance' as the correct opera""
 ""States the earliest performance date as 'Saturday, October 18, 2025'""
 ""States the correct location as 'McCaw Hall'""
 ""States the correct time as '7:30 PM'""]",WEBSITE_DOWN,0.95,Website could not be reached: timeout,,False,timeout
americanheritagemuseum.org,"What are the dates for the WWII Tank Demonstration Weekend in 2025 at the American Heritage Museum, and how can I find out more information or purchase tickets for this event?","[""Navigate to 'americanheritagemuseum.org'""
 ""Click on the 'Events' link in the main navigation menu""
 ""Locate the listing for the 'WWII Tank Demonstration Weekend'""
 'Identify the dates of the event'
 'Find the link or instructions to get more information or purchase tickets for this specific event'
 'Summarize the event dates and how to find more information/tickets in the answer']","['Correctly identifies the dates for the WWII Tank Demonstration Weekend as May 24-25, 2025'
 ""Provides the specific URL or clear instructions on where to find more information and purchase tickets for the event, such as 'www.americanheritagemuseum.org/event/tank-demonstration-weekend-...' or by clicking on the 'Find out more' link associated with the event.""]",CONTENT_LIKELY_OUTDATED,0.9,"The website is operational and lists '2026 Living History Events', but the task specifically asks for 2025 dates for the WWII Tank Demonstration Weekend, which is no longer current information on the homepage. [1]",200.0,True,
cleancoasts.org,"How can I submit marine litter data if I participate in a Clean Coasts beach clean-up, and what is the name of the app recommended for this?","[""Navigate to 'cleancoasts.org'""
 ""Navigate to the 'Our Initiatives' page or 'Big Beach Clean' page""
 'Locate the section on citizen science and marine litter data collection'
 'Identify the recommended app and the method for submitting data online, and respond with this information.']","['Mentions the Clean Swell App as the recommended app.'
 'States that data can be submitted online.'
 'Refers to the Marine Litter Data Cards.']",UNCERTAIN,1.0,"The starting page loaded successfully, but the required information about the Clean Swell App, online data submission, or Marine Litter Data Cards is not present on this page. Further navigation to specific initiative pages would be required to find this information, but the tool's constraints prevent browsing beyond the initial URL.",200.0,True,
addisonsdisease.org.uk,"What are the emergency guidelines for someone with Addison's disease, according to addisonsdisease.org.uk?","[""Navigate to 'addisonsdisease.org.uk'""
 ""Locate the section related to emergency care or crisis management for Addison's disease""
 'Extract the key emergency guidelines or protocols from the relevant page'
 'Summarize the essential emergency information in the answer']","['Identifies specific emergency protocols or actions to take during an adrenal crisis'
 'Mentions the importance of hydrocortisone injections or similar emergency medication'
 'Includes advice on seeking immediate medical attention'
 'The answer is derived directly from the content on addisonsdisease.org.uk']",WEBSITE_DOWN,0.95,Website could not be reached: connection_error,,False,connection_error
ikeon.com.au,"Find out if the MALM 3-drawer chest (white) is available for delivery to postcode 2000 in Sydney, Australia.","['Navigate to ikea.com.au' ""Search for 'MALM 3-drawer chest white'""
 ""Click on the product listing for 'MALM Bedroom furniture, set of 3, white'""
 ""Locate the 'How to get it' section and click 'Check availability' under 'Delivery'""
 ""Enter '2000' into the postcode input field""
 'Determine if the product is available for delivery and provide the availability status in the answer.']","['Successfully navigates to the product page for the MALM 3-drawer chest (white).'
 'Successfully interacts with the delivery availability checker.'
 ""Inputs the correct postcode '2000'.""
 'States whether the MALM 3-drawer chest is available for delivery to postcode 2000.']",CONTENT_LIKELY_OUTDATED,1.0,"The provided URL 'ikeon.com.au' is not the expected 'ikea.com.au' and its content 'iKEON' does not resemble an IKEA website, making the original task steps impossible to complete.",200.0,True,
bizcover.com.au,"Find out if BizCover offers professional indemnity insurance for a 'Graphic Designer' and, if so, what information is required to get a quote.","['Navigate to bizcover.com.au'
 ""Enter 'Graphic Designer' into the 'Find Your Occupation' search field""
 'Click the search/submit button to proceed'
 ""Identify if 'Professional Indemnity Insurance' is an available product for this occupation""
 'List the initial information required on the quote form (e.g., business name, revenue, number of employees, etc.)']","[""Successfully navigates past the occupation selection to a product selection or quote form page for 'Graphic Designer'""
 ""Confirms whether 'Professional Indemnity Insurance' is explicitly offered or implied for 'Graphic Designer'""
 'Lists at least three distinct pieces of information required on the initial quote application form (e.g., ABN, business name, annual turnover, number of employees, claims history, etc.)']",FEASIBLE,0.9,"The website is operational and prominently features a 'Get Quotes' call to action, with steps indicating an 'Enter Occupation' and 'Add Business Details' phase. Professional Indemnity insurance is explicitly listed as an available cover, and the 'Professionals' category under 'Who We Cover' suggests that 'Graphic Designer' would likely be an accepted occupation for a quote.",200.0,True,
merlinannualpass.co.uk,Does the Merlin Gold Annual Pass include free parking?,"[""Navigate to 'merlinannualpass.co.uk'""
 'Locate the section detailing the different annual passes'
 'Find the information about the Merlin Gold Pass (Over 340 Days Entry)'
 ""Identify whether 'FREE Parking' is listed as a benefit for the Gold Pass, and respond with 'Yes' or 'No'""]","[""Correctly identifies the Merlin Gold Pass as the 'Over 340 Days Entry' option""
 ""States whether 'FREE Parking' is a benefit of the Merlin Gold Pass based on the website information""
 ""The answer must be 'No', as the website specifies 'FREE Parking' for the Platinum Pass (364 Days Entry) but not for the Gold Pass (Over 340 Days Entry)""]",UNCERTAIN,0.9,"The website is operational, but the specific details about the different annual passes and their benefits, including parking for the Gold Pass, are not immediately visible on the homepage and require further navigation.",200.0,True,
maps.google.cm,Find the public transportation options from New York City to the Statue of Liberty and identify the estimated travel time for the fastest public transit route.,"[""Navigate to 'maps.google.com'""
 ""Enter 'New York City' as the starting point and 'Statue of Liberty' as the destination for directions""
 'Select the public transit icon/option for directions'
 'Identify the fastest public transit route and its estimated travel time'
 'Respond with the estimated travel time for the fastest public transit route']","['Successfully navigates to Google Maps and initiates directions between the specified locations.'
 'Correctly switches the mode of transport to public transit.'
 'Identifies the fastest public transit route among the options provided.'
 'States the accurate estimated travel time for the fastest public transit route.']",CONTENT_LIKELY_OUTDATED,1.0,"The page explicitly states that JavaScript is required to see Google Maps, and the browsing tool does not execute JavaScript. Therefore, the interactive elements needed to complete the task are not accessible.",200.0,True,
acuvue.com.sg,What are the key benefits of ACUVUE OASYS MAX 1-Day contact lenses compared to other ACUVUE OASYS lenses?,"['Navigate to acuvue.com.sg'
 'Locate the ACUVUE OASYS MAX 1-Day product listing or section'
 'Identify and list the key benefits or distinguishing features of ACUVUE OASYS MAX 1-Day lenses'
 'Compare these benefits to general ACUVUE OASYS features or other ACUVUE OASYS variants mentioned on the site']","['Identifies specific benefits of ACUVUE OASYS MAX 1-Day lenses (e.g., TearStable Technology, OptiBlue Light Filter)'
 ""Distinguishes these benefits from general ACUVUE OASYS features like 'Unbeaten in comfort' or 'Built-in UV blocking'""
 'Provides a concise summary of the unique advantages of ACUVUE OASYS MAX 1-Day']",FEASIBLE,0.9,"The website is operational and prominently features ACUVUE OASYS MAX 1-Day lenses with a 'Learn more' option, indicating that the specific product information required for the task is still available and accessible through further navigation. [1]",200.0,True,
cms2cms.com,"List three content management systems (CMS) that cms2cms.com supports for migration, excluding WordPress and Shopify.","['Navigate to cms2cms.com'
 'Locate the section or page that lists supported CMS platforms for migration'
 'Identify at least three CMS platforms other than WordPress and Shopify that are supported by cms2cms.com'
 'Respond with the names of these three CMS platforms']","['Successfully navigates to cms2cms.com'
 'Identifies and lists three distinct CMS platforms supported by cms2cms.com for migration'
 'The listed CMS platforms do not include WordPress or Shopify']",CONTENT_LIKELY_OUTDATED,1.0,"The website cms2cms.com now redirects to aisite.ai, which focuses on AI-powered website migrations and upgrades but does not list specific CMS platforms it supports for migration, making it impossible to complete the task as originally intended.",200.0,True,
farmersmarketsontario.com,Find the operating days and hours for the Ottawa Farmers' Market - Lansdowne Park location.,"['Navigate to farmersmarketsontario.com'
 ""Locate a 'Find a Market' or 'Market Directory' section, if available, and click on it.""
 ""Browse or search for 'Ottawa Farmers' Market - Lansdowne Park'.""
 ""Click on the listing for 'Ottawa Farmers' Market - Lansdowne Park'.""
 ""Extract the operating days and hours from the market's dedicated page.""]","[""Successfully navigates to the Ottawa Farmers' Market - Lansdowne Park page.""
 ""Accurately identifies and states the operating days (e.g., 'Sundays') and hours (e.g., '9 AM - 3 PM') for the specified market location.""
 'Does not get stuck in a repetitive error loop, demonstrating adaptability if the search function fails.']",UNCERTAIN,0.8,"The starting page loaded successfully and contains navigation links like 'Find a Market' and 'Browse Markets', which are relevant to the task. However, I cannot confirm the existence of the 'Ottawa Farmers' Market - Lansdowne Park' page or its operating hours without further navigation.",200.0,True,
discipleshomemissions.org,Find out what topics are covered in 'The Jesus Way – The Bible' study materials and how many sessions it contains.,"[""Navigate to 'discipleshomemissions.org'""
 ""Search for 'The Jesus Way – The Bible'""
 ""Click on the search result for 'The Jesus Way – The Bible'""
 'Identify the topics covered and the total number of sessions, and respond with this information.']","[""Identifies that 'The Jesus Way – The Bible' study materials are divided into five sections of five sessions each.""
 'States that there are twenty-five sessions in total.'
 ""Mentions 'Section 1 – What Is It – The Bible' as a covered topic.""]",UNCERTAIN,1.0,"The website is operational, but the requested information about 'The Jesus Way – The Bible' is not present on the initial landing page. Further navigation or use of the website's search function would be required to determine if the content exists.",200.0,True,
results.ittf.com,Find the latest ITTF World Team Ranking Regulations and state their latest update date.,"[""Navigate to 'https://www.ittf.com/rankings/'""
 ""Scroll down to the 'Official Documents' section""
 ""Locate the 'ITTF World Team Ranking Regulations' link""
 'Identify the latest update date associated with these regulations and provide it in the answer']","[""Identifies the correct document: 'ITTF World Team Ranking Regulations'""
 ""States the correct latest update date, which is '22nd Apr 2025'""]",WEBSITE_DOWN,1.0,"The starting URL 'https://results.ittf.com' could not be fetched by the browsing tool, indicating the website is currently inaccessible.",400.0,True,
ispydiy.com,Find out what type of bed was featured in the 'Bedroom Oasis with DIY Scallop Bed' project.,"[""Navigate to 'ispydiy.com'""
 ""Locate and click on the article titled 'Makeover By Monday | Bedroom Oasis with DIY Scallop Bed'""
 'Read the article to identify the specific type or style of bed used or created in the project'
 'Respond with the type of bed mentioned in the article']","[""Successfully navigates to the 'Makeover By Monday | Bedroom Oasis with DIY Scallop Bed' article.""
 ""Identifies and states the specific type of bed featured (e.g., 'scallop bed' or a more detailed description if available within the article).""]",UNCERTAIN,0.9,"The website is operational, but the specific article 'Makeover By Monday | Bedroom Oasis with DIY Scallop Bed' is not immediately visible on the homepage. Further navigation or use of the search function would be required to confirm its presence.",200.0,True,
wiki.warthunder.com,Bypass the human verification on the War Thunder Wiki to access the main content.,"[""Navigate to 'wiki.warthunder.com'""
 'Successfully complete the human verification challenge (either audio or visual)'
 'Confirm that the main content of the War Thunder Wiki is loaded and accessible']","['The agent successfully navigates past the human verification screen.'
 ""The agent loads a page that is clearly part of the War Thunder Wiki's main content (e.g., the homepage or a search result page, not another verification screen).""]",CONTENT_LIKELY_OUTDATED,1.0,"The website is operational and displays its main content directly. There is no human verification screen or challenge present on the landing page, rendering the task instruction outdated.",200.0,True,
acronis.de,Find the system requirements for Acronis True Image on the German Acronis website (acronis.de).,"[""Navigate to acronis.de by changing the region to 'Germany + Switzerland Deutsch'.""
 ""Locate and click on the 'For home' section or a similar link for home user products.""
 ""Find the product page for 'Acronis True Image' (or 'Acronis Cyber Protect Home Office' if True Image is rebranded).""
 ""On the product page, identify and click on a link or section related to 'System requirements', 'Technical specifications', or 'Downloads'.""
 'Extract the operating system requirements for Acronis True Image.']","['Successfully navigates to the German version of the Acronis website (acronis.de).'
 'Locates the product page for Acronis True Image (or its equivalent for home users).'
 'Identifies and accesses the system requirements section for the product.'
 'States at least one operating system requirement (e.g., Windows, macOS version) for Acronis True Image as found on the German site.']",WEBSITE_DOWN,0.95,Website could not be reached: connection_error,,False,connection_error
info.scvotes.sc.gov,What are the acceptable forms of photo ID required to vote in person in South Carolina?,"['Navigate to scvotes.gov'
 ""Click on the 'Voters' link in the main navigation.""
 ""Look for a section or link related to 'Voter ID' or 'What to Bring to the Polls'.""
 'Identify and list the acceptable forms of photo ID required for in-person voting.']","['Identifies the official South Carolina Election Commission website as the source.'
 ""Lists at least three specific acceptable forms of photo ID (e.g., SC Driver's License, SC DMV ID Card, SC Voter Registration Card with Photo, US Passport, Federal Military ID).""
 'Does not include non-photo IDs or IDs not explicitly listed as acceptable by the SC Election Commission.']",WEBSITE_DOWN,0.95,Website could not be reached: connection_error,,False,connection_error
medieval.utoronto.ca,Find the 'Digital Medievalist' journal on medieval.utoronto.ca and identify its current volume number.,"[""Navigate directly to 'medieval.utoronto.ca'""
 'Locate the section or link related to publications or journals'
 ""Find the 'Digital Medievalist' journal""
 'Identify the most recent or current volume number of the journal and state it in the answer']","[""Successfully navigates to 'medieval.utoronto.ca'""
 ""Locates the 'Digital Medievalist' journal on the website""
 'Identifies and states the correct current or most recent volume number of the journal']",CONTENT_LIKELY_OUTDATED,0.9,"The website is operational, but after reviewing the content of the homepage and its navigation, I could not find any mention or link to the 'Digital Medievalist' journal, making it impossible to identify its current volume number from the starting URL.",200.0,True,
falmouth.ac.uk,Find the entry requirements for the BA(Hons) Graphic Design (Online) course at Falmouth University.,"['Navigate to falmouth.ac.uk' 'Accept all cookies'
 'Click on the search icon/button' ""Search for 'Graphic Design'""
 ""Locate and click on the 'BA(Hons) Graphic Design (Online)' course link in the search results""
 ""Find the 'Entry Requirements' section on the course page and extract the relevant information""]","[""Successfully navigates to the 'BA(Hons) Graphic Design (Online)' course page.""
 'Identifies and extracts at least two specific entry requirements (e.g., academic qualifications, portfolio, English language proficiency) for the course.']",FEASIBLE,0.9,"The website is operational and contains clear search functionality and course listings, including an 'Online study' section, which suggests the 'BA(Hons) Graphic Design (Online)' course and its entry requirements are likely accessible through further navigation. [1]",200.0,True,
papermuseum.jp,"What materials were used for the paper of the 'Million Pagodas and Dharani', and in what year was papermaking introduced to Japan according to the Paper Museum website?","[""Navigate to 'papermuseum.jp/en/'"" ""Click on the 'Collection' link""
 ""Locate the description for 'Million Pagodas and Dharani' and 'Painting of Prince Shôtoku by Genso Okuda'""
 ""Extract the paper materials for 'Million Pagodas and Dharani' and the year papermaking was introduced to Japan""
 'Respond with both pieces of information.']","[""Identifies 'hemp and Kozo material' as the paper for 'Million Pagodas and Dharani'""
 ""States that papermaking was introduced to Japan in '610 AD'""
 'Both pieces of information are correctly extracted from the provided text.']",UNCERTAIN,1.0,"The starting page loaded successfully, but the required information about 'Million Pagodas and Dharani' and the year papermaking was introduced to Japan is not present on this page and requires further navigation to the 'Collection' section, which I am unable to access with the given constraints.",200.0,True,
yadvashem.org,"Find the general contact email address or phone number for Yad Vashem, without using the contact form.","['Navigate to yadvashem.org'
 ""Locate the 'Contact Us' page or similar information""
 'Browse the page for a general email address or phone number, avoiding the contact form'
 'Extract and provide the general contact email address or phone number']","[""Provides a general contact email address (e.g., 'info@yadvashem.org') or a general phone number for Yad Vashem.""
 'Does not attempt to fill out or submit the contact form.']",WEBSITE_DOWN,0.95,"Website could not be reached: HTTPSConnectionPool(host='www.yadvashem.org', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)')))",,False,"HTTPSConnectionPool(host='www.yadvashem.org', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)')))"
webopedia.com,Find five characteristics of cloud computing mentioned on Webopedia.,"[""Navigate to DuckDuckGo and search for 'characteristics of cloud computing site:webopedia.com'""
 'Click on the most relevant search result that leads to a Webopedia page discussing cloud computing characteristics.'
 'Identify and list five distinct characteristics of cloud computing from the content on the page.']","['Lists at least five distinct characteristics of cloud computing.'
 'All listed characteristics are explicitly mentioned on a Webopedia page (or directly in Webopedia excerpts from search results if the site is inaccessible).'
 'The agent successfully navigates to or extracts information from a Webopedia source.']",CONTENT_LIKELY_OUTDATED,1.0,"The Webopedia website has completely changed its focus to cryptocurrency and blockchain, and no longer appears to contain content related to general cloud computing characteristics. [1]",200.0,True,
shorensteincenter.org,Find the title of the most recent Faculty Research paper published by the Shorenstein Center and the name of its author(s).,"[""Navigate to 'shorensteincenter.org'""
 ""Click on the 'Publications' dropdown menu""
 ""Click on the 'Faculty Research' link""
 'Identify the most recent Faculty Research paper by date'
 'Extract the title of the paper and the name(s) of its author(s)']","['Identifies the correct title of the most recent Faculty Research paper.'
 'Identifies the correct author(s) of that paper.'
 ""The identified paper is indeed the most recent one listed under 'Faculty Research'.""]",UNCERTAIN,0.9,"The starting page loads correctly and displays recent publications, but a specific 'Faculty Research' link or section is not immediately visible, requiring further navigation to confirm its presence and the task's feasibility.",200.0,True,
signify.com,Find the phone number for Signify's sales support for commercial lighting in the US.,"[""Navigate to 'signify.com'""
 ""Look for a 'Support' or 'Contact' link in the main navigation or footer, if visible.""
 ""If direct links are not found, explore sections like 'Professional' or 'Where to Buy' that might lead to sales contacts.""
 'Identify and click on the most relevant link that could lead to sales contact information.'
 'Locate the specific phone number for sales support in the US and provide it in the answer.']","[""Provides a specific phone number for Signify's sales support.""
 'The phone number is explicitly for commercial lighting sales in the US.'
 'The retrieved phone number is accurate and functional.']",UNCERTAIN,0.8,"The website is operational and has a 'Contact & Support' section, but the initial page content does not directly provide a phone number for commercial lighting sales support in the US. Further navigation is required to determine if the specific information is available.",200.0,True,
towardszerowaste.gov.sg,Find the file size of the Financial Statement for NEA's FY2023 Annual & Sustainability Report.,"['Navigate to the NEA Publications page.'
 ""Locate the 'Annual & Sustainability Report FY2023' section.""
 ""Identify the download link for the 'Financial Statement'.""
 ""Extract the file size of the 'Financial Statement' from the text next to the download link and respond with it.""]","['Identifies the correct Financial Statement link.'
 ""States the exact file size of the Financial Statement for FY2023, which is '2.23 MB'.""]",WEBSITE_DOWN,0.95,Website could not be reached: connection_error,,False,connection_error
ub.uni-frankfurt.de,What are the limited access dates for the Library of Law and Economics (BRuW) in 2025?,"['Navigate to ub.uni-frankfurt.de'
 ""Locate the 'Aktuell' (Current) section on the homepage or a relevant news/updates section.""
 ""Find the entry for 'BRuW - Zugangsbeschränkung / Limited access' and identify the dates.""
 'Respond with the specified limited access dates.']","[""Identifies the correct library branch as 'Library of Law and Economics (BRuW)' or 'Bibliothek Recht und Wirtschaft (BRuW)'""
 ""States the limited access dates as '28.04. - 01.08.2025'""]",WEBSITE_DOWN,0.95,Website could not be reached: connection_error,,False,connection_error
wpcode.com,What is the recommended PHP version for WPCode according to their documentation?,"[""Navigate to 'wpcode.com'""
 ""Click on the 'Help Center' dropdown and select 'Documentation'""
 ""Search for 'PHP version' or 'requirements' in the documentation search bar""
 ""If a direct article is not found, navigate to the 'How to Install and Activate WPCode: A Step-by-Step Guide' article within the 'Getting Started' section""
 'Carefully read through the installation guide and any linked resources for system requirements, specifically looking for the recommended PHP version'
 'Extract the recommended PHP version if found']","['Identifies the recommended PHP version for WPCode'
 'Cites the source of this information (e.g., a specific documentation article or section)']",UNCERTAIN,0.9,"The starting page loaded successfully, but I was unable to navigate to the documentation section as instructed, which is crucial for finding the recommended PHP version. The 'Docs' link under 'Help Center' did not provide a direct URL that could be browsed.",200.0,True,
federallabs.org,Find a technology related to 'energy storage' within the FLC Business section and identify the federal laboratory associated with it.,"['Navigate to federallabs.org' ""Click on the 'FLC Business' dropdown menu""
 ""Click on 'Search FLC Business'""
 ""Enter 'energy storage' into the search bar on the FLC Business search page""
 'Initiate the search'
 ""Identify at least one technology related to 'energy storage' from the search results""
 'Extract the name of the federal laboratory associated with that technology']","[""Successfully navigates to the 'Search FLC Business' page.""
 ""Performs a search for 'energy storage'.""
 ""Identifies at least one specific technology result related to 'energy storage'.""
 'States the name of the federal laboratory associated with the identified technology.']",FEASIBLE,0.9,"The website is operational and the 'FLC Business' section, including 'Search FLC Business', is clearly visible on the homepage, indicating the task's initial navigation steps are still completable. [1]",200.0,True,
theshopsatwailea.com,Find the operating hours for 'Honolulu Coffee Co.' at The Shops at Wailea.,"[""Navigate to 'theshopsatwailea.com'"" ""Click on the 'Shop & Dine' link""
 ""Click on the 'Store Listings' link""
 ""Scroll down to locate 'Honolulu Coffee Co.'""
 ""Click on the 'Honolulu Coffee Co.' link to view its details page""
 ""Locate the operating hours for 'Honolulu Coffee Co.' on its dedicated page and provide them in the answer.""]","[""Successfully navigates to the 'Honolulu Coffee Co.' detail page.""
 ""Accurately identifies and states the operating hours for 'Honolulu Coffee Co.'""
 ""The answer only contains the operating hours for 'Honolulu Coffee Co.'""]",FEASIBLE,0.9,"The website is operational, and the 'Shop & Dine' and 'Store Listings' navigation links are present on the homepage, indicating that the path to find store-specific information is likely still available. [1]",200.0,True,
baldor.com,Find the product page for 'Explosion Proof' AC Motors and identify one key feature mentioned on that page.,"[""Navigate to 'baldor.com'""
 ""Locate and click on the 'Products' navigation link (if available and distinct from the main product offering on the homepage)""
 ""Navigate to the 'AC Motors' section""
 ""Click on the 'Explosion Proof' link under 'AC Motors'""
 'Identify and state one key feature of Explosion Proof AC Motors from the product page']","[""Successfully navigates to the 'Explosion Proof' AC Motors product page.""
 ""Extracts a specific feature from the content of the 'Explosion Proof' AC Motors page (e.g., 'designed for hazardous locations', 'meets specific certifications', 'durable construction').""]",WEBSITE_DOWN,0.95,Website could not be reached: connection_error,,False,connection_error
cityofwinterpark.org,"Find out if the City of Winter Park's Parks & Recreation department offers any specific programs or services for seniors, and if so, what is one example?","[""Navigate to 'cityofwinterpark.org'""
 ""Click on the 'Departments' dropdown""
 ""Click on the 'Parks & Recreation' link""
 'Look for information regarding programs or services, specifically for seniors, on the Parks & Recreation page or linked sub-pages'
 'Identify and state one example of a program or service offered for seniors']","['Successfully navigates to the Parks & Recreation department page.'
 'Identifies whether specific programs or services for seniors are offered.'
 'Provides at least one concrete example of a senior program or service if available.']",WEBSITE_DOWN,0.9,HTTP probe returned 403 Forbidden — site is blocking automated access.,403.0,True,
issues.org,"After reviewing the article 'Shuchi Grover: K–12 Education in the Age of AI', find the related article titled 'Who Is Responsible for AI Copyright Infringement?' and identify the author(s) of that article.","[""Navigate to the article 'Shuchi Grover: K–12 Education in the Age of AI' on issues.org (if not already there).""
 ""Locate the 'Related Articles' section.""
 ""Click on the link for 'Who Is Responsible for AI Copyright Infringement?'.""
 ""Identify and state the author(s) of the 'Who Is Responsible for AI Copyright Infringement?' article.""]","[""Successfully navigates to the 'Who Is Responsible for AI Copyright Infringement?' article.""
 ""Correctly identifies 'Michael P. Goodyear' as the author of the article.""]",UNCERTAIN,0.9,"The starting page loaded successfully, but the specific article 'Shuchi Grover: K–12 Education in the Age of AI' could not be located or directly accessed from the homepage, and the available tools do not allow for website search or arbitrary URL construction to find it.",200.0,True,
mem.gov.cn,"What is the official website URL for the Ministry of Emergency Management of the People's Republic of China, and what is the title of the first news article listed on its homepage?","[""Navigate directly to 'https://www.mem.gov.cn'""
 ""Identify the official website URL from the browser's address bar""
 'Locate the main news or announcement section on the homepage'
 'Identify the title of the first news article displayed']","[""The agent successfully navigates to 'https://www.mem.gov.cn'""
 ""The agent accurately provides the URL 'https://www.mem.gov.cn'""
 ""The agent identifies the title of the first news article on the homepage, which is '应急管理部召开深入贯彻中央八项规定精神学习教育警示教育会'""]",WEBSITE_DOWN,0.95,Website could not be reached: connection_error,,False,connection_error
deliveroo.design,"What are the specific, named core values of Deliveroo, and where are they detailed on their website?","[""Navigate to 'deliveroo.com'""
 ""Click on the 'About us' link in the footer""
 ""Click on the 'Our Values' link on the 'About us' page""
 ""Identify and click on any links that promise more details about the values (e.g., 'Read more on our values here' or similar external links)""
 ""Locate the explicit list of Deliveroo's named core values and their descriptions""
 'Summarize the named core values and indicate where on the website they were found']","[""Successfully navigates to a page that explicitly lists Deliveroo's named core values (e.g., 'Customer Obsessed', 'Relentlessly Innovative', 'We are Riders', 'We are Restaurants', 'We are Deliveroo')""
 'Provides at least three specific, named core values as listed on the website'
 'States the exact section or page where these values were found'
 ""Does not stop until the explicit named values are found or it's confirmed they are not directly accessible from the 'Our Values' section""]",UNCERTAIN,0.9,"The starting page (deliveroo.design) loaded successfully but does not contain the specific core values. Further navigation to deliveroo.com, as outlined in the original task steps, is required to determine if the task is completable.",200.0,True,
gphg.org,Find the winner of the 'Aiguille d’Or' Grand Prix for the year 2023 on gphg.org.,"[""Navigate to 'gphg.org'""
 ""Locate and click on the section for 'Winners' or 'Awards'""
 'Filter or navigate to the year 2023'
 ""Identify the watch that won the 'Aiguille d’Or' Grand Prix for 2023, and state its name and brand.""]","[""Successfully navigates to 'gphg.org'""
 'Identifies the correct section for past winners'
 'Filters or navigates to the 2023 winners list'
 ""Correctly identifies 'Audemars Piguet' as the brand and 'Code 11.59 by Audemars Piguet Ultra-Complication Universelle RD#4' as the specific watch that won the 'Aiguille d’Or' in 2023.""]",CONTENT_LIKELY_OUTDATED,1.0,"The website gphg.org now displays content for 'Marcus Theatres' and movie listings, which is completely unrelated to the Grand Prix d'Horlogerie de Genève, making it impossible to find information about watch awards.",200.0,True,
mountalexander.vic.gov.au,How can a resident report a missed bin collection to the Mount Alexander Shire Council?,"[""Navigate to 'mountalexander.vic.gov.au'"" ""Click on the 'Council' link""
 ""Click on the 'Report an issue' link""
 'Identify the method(s) for reporting a missed bin collection and summarize them in the answer']","['Identifies the primary method(s) for reporting a missed bin collection (e.g., online form, phone number, specific instructions).'
 'The answer accurately describes how a resident would report a missed bin collection based on the information found on the website.']",WEBSITE_DOWN,0.9,HTTP probe returned 403 Forbidden — site is blocking automated access.,403.0,True,
mountaingear.com,Find the return policy on mountaingear.com and summarize the key conditions for returning an item.,"[""Navigate to 'https://www.mountaingear.com'""
 ""Locate the 'Customer Service' or 'Help' section, typically found in the footer or header.""
 ""Find the 'Returns' or 'Return Policy' link within that section.""
 'Read the return policy to identify key conditions such as return timeframe, item condition requirements, and whether a receipt is needed.'
 'Summarize these key conditions in the answer.']","['Successfully navigates to mountaingear.com.'
 'Locates and accesses the return policy page.'
 'Identifies and states the typical return timeframe (e.g., 30, 60, or 90 days).'
 'Mentions conditions for returns (e.g., new condition, original packaging).'
 'States whether a receipt or proof of purchase is required.']",WEBSITE_DOWN,1.0,"The website returned an HTTP 409 error, indicating that it is not accessible and therefore the task cannot be completed.",409.0,True,
