website,instruction,steps,criteria,feasibility_classification,feasibility_confidence,feasibility_reasoning,http_status_code,http_reachable,http_error
defenddemocracy.org,Find the most recent analysis or article on 'Israel at War' published by the Foundation for Defense of Democracies.,"[""Navigate to 'defenddemocracy.org'""
 ""Click on the 'Issues' link in the navigation bar""
 ""Locate and click on the 'Israel at War' trending topic or related section""
 'Identify the most recently published article or analysis on this topic and state its title and publication date.']","[""Successfully navigates to the 'Israel at War' section or relevant articles.""
 ""Identifies the title of the most recent article or analysis related to 'Israel at War'.""
 'States the publication date of the identified article or analysis.']",FEASIBLE,1.0,"The website is operational, and the 'Israel at War' section is easily accessible from the homepage, containing recent articles with titles and publication dates.",200,True,
newsroom.dc.gov,Find the most recent 'Press Release' from Mayor Bowser that mentions 'economic development' and state its title and date.,"['Navigate to newsroom.dc.gov' ""Set the 'Type' filter to 'Press Release'""
 ""Enter 'economic development' into the 'Keyword/terms' text input""
 ""Click the 'submit' button to apply the filters""
 'Identify the title and date of the most recent press release that matches the criteria'
 'Respond with the title and date of that press release']","['The agent successfully navigates to the News Room.'
 ""The agent correctly applies the 'Press Release' filter.""
 ""The agent correctly applies the 'economic development' keyword filter.""
 'The agent identifies the most recent press release from the filtered results.'
 'The answer includes the exact title and date of the identified press release.']",FEASIBLE,1.0,"The website is operational and the filters for 'Type' (including 'Press Release') and 'Keyword/terms' are present, along with a list of news items displaying titles and dates.",200,True,
childline.ie,Find the phone number for Childline Ireland and confirm if their chat service is available 24/7.,"['Navigate to childline.ie'
 'Locate the phone number for Childline Ireland on the homepage'
 'Locate information regarding the availability of the online chat service on the homepage'
 'State the phone number and confirm the chat service availability']","[""Identifies the phone number as '1800 66 66 66'""
 ""Confirms that the chat service is available '24 hours a day, every day'""]",FEASIBLE,1.0,"The website is operational, and the phone number '1800 66 66 66' and chat service availability '24 hours a day, every day' are clearly stated on the homepage.",200,True,
pimaair.org,"What are the operating hours for the Pima Air & Space Museum, and what is their backpack policy?","[""Navigate to 'pimaair.org'"" ""Click on the 'Plan Your Visit' link""
 ""Locate the operating hours information on the 'Plan Your Visit' page""
 ""Locate the backpack policy information on the 'Plan Your Visit' page or homepage""
 'Respond with both the operating hours and the backpack policy in the answer']","[""States the museum's operating hours (e.g., specific days and times)""
 ""Mentions the backpack policy (e.g., 'No backpacks permitted. Small purses, camera bags, and diaper bags only. Subject to inspection.')""
 'Both pieces of information are accurate as found on the website']",FEASIBLE,1.0,"The website is operational, and both the operating hours and backpack policy are clearly stated on the homepage, making the task completable without further navigation. [1]",200,True,
tivolihotel.com,"Find out if Tivoli Hotel offers any specific restaurants or dining experiences beyond a general description, and if so, identify one of them.","['Navigate to tivolihotel.com'
 ""Click on the 'Menu' button to open the navigation menu.""
 ""Locate and click on the 'Restaurants' or 'Bars & Restaurants' link within the menu.""
 'Scroll down the page to find specific restaurant names or detailed dining experiences.'
 'Identify and state the name of at least one specific restaurant or dining venue mentioned on the website.']","['Successfully navigates to a page detailing specific dining options or restaurants.'
 ""Identifies and states the name of at least one specific restaurant or dining venue (e.g., Sticks'n'Sushi, MASH Penthouse, Tivoli Brasserie) if available.""
 'If no specific names are found, the agent should state that the website only provides a general description of dining experiences.']",FEASIBLE,1.0,"The website is operational and the navigation menu clearly lists 'Restaurants' with specific dining venues such as 'Tivoli Brasserie', 'Sticks 'n' Sushi', and 'MASH Penthouse' directly accessible from the homepage menu.",200,True,
redcross.org,Find the addresses and earliest available blood donation times for the US Bank Tower and Culver City Blood Donation Center in Los Angeles.,"[""Navigate to 'redcross.org'""
 ""Enter '90001' into the ZIP or Sponsor Code field and click 'Find A Drive'""
 ""Click on the 'SEE TIMES' button for 'US Bank Tower'""
 ""Identify the address and the earliest available 'Blood' donation time.""
 ""Go back to the 'Drives Near 90001' page.""
 ""Click on the 'SEE TIMES' button for 'Culver City Blood Donation Center'""
 ""Identify the address and the earliest available 'Blood' donation time.""
 'Provide the collected information for both locations.']","['States the full address for the US Bank Tower location.'
 ""States the earliest available 'Blood' donation time for the US Bank Tower location.""
 'States the full address for the Culver City Blood Donation Center.'
 ""States the earliest available 'Blood' donation time for the Culver City Blood Donation Center.""]",FEASIBLE,1.0,"The website is operational and the 'Zip/Sponsor Code' field for finding blood drives is present on the homepage, indicating the initial steps of the task are still completable. [1]",200,True,
countryandtownhouse.com,"Find an article on 'sustainable luxury travel' on countryandtownhouse.com, identify the author, and state one key takeaway from the article.","[""Navigate to 'countryandtownhouse.com'""
 ""Locate the search bar and input 'sustainable luxury travel'""
 'Submit the search query by clicking the appropriate search icon or pressing Enter'
 'From the search results, identify and click on a relevant article about sustainable luxury travel'
 ""Once on the article page, find the author's name""
 'Read the article to identify one key takeaway or piece of advice regarding sustainable luxury travel']","[""Successfully navigates to the search results page for 'sustainable luxury travel'""
 ""Opens a valid article related to 'sustainable luxury travel'""
 'Accurately identifies the author of the chosen article'
 'Provides a concise and relevant key takeaway from the article, demonstrating comprehension of its content']",FEASIBLE,1.0,"The website is operational and a search icon is prominently displayed, indicating that the search functionality required to find the article is still present.",200,True,
pdfreaders.org,"Identify a PDF reader listed on pdfreaders.org that supports both GNU/Linux and Windows, and explain why the website advises against using XpdfReader builds.","[""Navigate to 'pdfreaders.org'""
 'Scan the list of PDF readers and their supported platforms to identify one that supports both GNU/Linux and Windows.'
 'Locate the description for Xpdf to find the advisory regarding its builds.'
 'Extract the reason for the advisory against XpdfReader builds and the name of the identified multi-platform reader.']","[""Identifies 'Okular' as a PDF reader supporting both GNU/Linux and Windows.""
 ""States that the XpdfReader builds are advised against because they are 'non-free'.""]",FEASIBLE,1.0,"The website is operational and contains all the specific information required by the task, including the multi-platform support for Okular and the reason for advising against XpdfReader builds.",200,True,
furkids.org,"How many senior male cats are currently available for adoption on Furkids.org, and what is the email address to contact for questions about adoption?","[""Navigate to 'furkids.org'""
 ""Click on the 'Adopt' link in the navigation bar""
 ""Click on the 'Cats' link under the 'Adopt' dropdown menu""
 ""On the 'Cat Adoptions' page, select 'Senior' from the 'Age' filter dropdown""
 ""Select 'Male' from the 'Sex' filter dropdown""
 ""Click the 'Search' button to apply the filters""
 'Identify the total number of available cats after applying the filters'
 ""Locate the email address for adoption questions on the 'Cat Adoptions' page and provide it in the answer""]","['Provides the correct number of senior male cats available for adoption (this number may vary over time, but the agent must accurately report what is shown on the page after filtering).'
 ""Cites the email address 'adopt@furkids.org' as the contact for adoption questions.""]",FEASIBLE,1.0,"The website is operational, and the navigation structure (Adopt -> Cats -> Adoptable Cats) and contact information appear to be present, suggesting the task can still be completed.",200,True,
biggreenegg.eu,Find the contact information for Big Green Egg's customer service or support.,"['Navigate to biggreenegg.eu'
 ""Click on the 'About' section in the main navigation menu""
 ""Locate the 'Contact' or 'Customer Service' link/section within the 'About' page""
 'Extract the primary contact method (e.g., email address, phone number, contact form link) and respond with it.']","[""Successfully navigates to the 'About' page.""
 'Identifies and accesses the contact information section.'
 'Provides a valid contact method (e.g., email, phone number, or a link to a contact form) that a user could use to reach customer service.']",FEASIBLE,1.0,"The website is operational, and the 'About' section with a 'Contact' link is clearly visible in the main navigation, indicating that the required information is likely accessible.",200,True,
astellas.com,Find the main therapeutic areas that Astellas focuses on.,"[""Navigate to 'astellas.com'""
 ""Dismiss the 'Important Notice' / cookie consent banner""
 ""Locate and click on the main navigation menu or a link related to 'Therapeutic Areas', 'R&D', or 'Products'""
 'Identify and list the primary therapeutic areas mentioned on the relevant page.']","['Successfully dismisses the initial pop-up/banner.'
 ""Navigates to a page that explicitly lists Astellas' therapeutic areas.""
 'Identifies at least three distinct therapeutic areas (e.g., Oncology, Urology, Nephrology, Gene Therapy, etc.) as stated on the website.']",FEASIBLE,1.0,"The website is operational, and the cookie consent banner can be dismissed. The main therapeutic areas are clearly listed under 'Medicines and Disease Areas' and 'Primary Focuses' within the 'Science' section.",200,True,
flhousing.org,Find the most recent 'Home Matters Report' in the Resource Library and identify its publication year.,"[""Navigate to 'flhousing.org'"" ""Click on the 'Resource Library' dropdown""
 'Select the option to view reports or publications within the Resource Library'
 ""Locate the 'Home Matters Report'""
 'Identify the publication year of the most recent report and state it in the answer']","[""Successfully navigates to the 'Resource Library' section.""
 ""Locates the 'Home Matters Report' within the resources.""
 ""Correctly identifies the publication year of the most recent 'Home Matters Report' (e.g., '2024').""]",FEASIBLE,1.0,"The website is operational, and the 'Resource Library' is present in the navigation. The '2025 Home Matters Report' is directly listed under the 'Resource Library' section, allowing for the identification of the most recent report and its publication year.",200,True,
firejail.wordpress.com,Find the date of the earliest blog post on firejail.wordpress.com that mentions 'seccomp'.,"[""Navigate directly to 'https://firejail.wordpress.com'""
 ""Use the blog's internal search function (if available) or navigate through archives/categories to find posts mentioning 'seccomp'""
 ""Identify the earliest post that contains the term 'seccomp'""
 'Extract and report the publication date of that post.']","['Successfully navigates to the Firejail WordPress blog.'
 ""Identifies and accesses a blog post specifically mentioning 'seccomp'.""
 'Correctly identifies the *earliest* such post.'
 'Provides the exact publication date of that earliest post.']",FEASIBLE,1.0,"The website is operational, and the earliest blog post mentioning 'seccomp' was found directly on the homepage in the 'News' section, dated January 2023. [1]",200,True,
momsclub.org,"How can I find a local MOMS Club chapter, and what is the typical process for joining one?","['Navigate to momsclub.org'
 ""Click on the 'Find a Chapter' link or navigate to the 'Chapters' section""
 'Identify the method for searching for local chapters (e.g., zip code search, state/country listing)'
 'Look for information regarding the typical process or requirements for joining a local chapter'
 'Summarize the steps to find a chapter and the general joining process.']","['Describes how to search for a local chapter (e.g., using a search tool or browsing a list).'
 'Outlines the general steps or expectations for new members joining a chapter (e.g., contacting the chapter, attending a meeting).'
 'Does not attempt to actually join a chapter, but only describes the process.']",FEASIBLE,1.0,"The website is operational, and a prominent 'Find a Chapter' link is present on the homepage. There are also clear indications of information regarding joining a chapter.",200,True,
healthinfo.org.nz,"Find the HealthInfo page on 'Diabetes' using the A-Z list of topics, and then identify the main types of diabetes discussed.","[""Navigate to 'healthinfo.org.nz'""
 ""Click the 'A-Z health topics' link (or similar link to the A-Z list)""
 ""Click on the letter 'D' to filter for topics starting with 'D'""
 ""Locate and click on the 'Diabetes' topic link""
 'Identify and list the main types of diabetes discussed on the page']","[""Successfully navigates to the 'Diabetes' topic page on HealthInfo.""
 'Correctly identifies and lists at least two main types of diabetes (e.g., Type 1, Type 2, Gestational) as discussed on the page.']",FEASIBLE,1.0,"The website is operational and the starting page clearly indicates that HealthInfo content has moved to this new site, providing an 'All health topics A to Z' link and a direct link to 'Diabetes' under health topics, suggesting the task is still completable. [1]",200,True,
asbdc-us.org,"What is the primary focus of the news articles published on asbdc-us.org in April 2019, and what specific drug is mentioned in an article about rising treatment for children?","[""Navigate to 'asbdc-us.org'""
 ""Locate the 'Latest News' section or identify articles from April 2019 on the homepage""
 'Read the headlines and summaries of the articles published in April 2019 to determine their primary focus'
 'Identify the article mentioning rising treatment for children and the specific drug named within it'
 ""Summarize the primary focus and state the drug mentioned in the article about children's treatment""]","['States that the primary focus of the April 2019 news articles is addiction and recovery, including topics like fraud in rehab, cannabis for opioid crisis, addiction treatment complications, rehab closures, and new treatments.'
 ""Identifies 'Xanax' as the drug mentioned in the article about rising treatment for children.""]",FEASIBLE,1.0,"The website is operational and prominently displays news articles from April 2019, including one titled 'Xanax: Treatment for Addiction Rises Sharply in Children', directly addressing the task's requirements.",200,True,
progressiverailroading.com,Find the most recent news article about Amtrak on Progressive Railroading and identify the key development mentioned in it.,"[""Navigate to 'https://www.progressiverailroading.com/'""
 ""Navigate to the 'Amtrak' section under 'Railroads' or use the search bar for 'Amtrak'""
 'Identify the most recent news article related to Amtrak by checking publication dates or article order'
 'Click on the most recent Amtrak article'
 'Read the article to identify the key development or topic discussed'
 'Summarize the key development in the answer']","['Successfully navigates to a page containing Amtrak news.'
 'Identifies and opens the most recent article about Amtrak available on the site.'
 ""The identified article's publication date is verified as the most recent among accessible Amtrak articles.""
 'Accurately extracts and states the primary development or news item discussed in the article.']",FEASIBLE,1.0,"The website is operational and the homepage clearly displays a 'Railroads' section with 'Amtrak' as an option, and a recent news article about Amtrak (dated March 24, 2026) is immediately visible, indicating the task is completable. [1]",200,True,
sciweb.nybg.org,"Find out what the New York Botanical Garden's 'Plant Science' section focuses on, and identify at least two key areas of research or activity mentioned within that section.","['Navigate to www.nybg.org'
 ""Locate and click on the 'Main Menu' button or scroll to the footer to find the main navigation links.""
 ""Click on the 'Plant Science' link.""
 ""Read the content on the 'Plant Science' page to identify its main focus and at least two key areas of research or activity.""
 'Summarize the main focus and the two key areas of research/activity in the answer.']","[""Successfully navigates to the 'Plant Science' section of the website.""
 ""Identifies the overarching focus or mission of the NYBG's Plant Science efforts.""
 'Mentions at least two distinct areas of research or activity within the Plant Science section (e.g., conservation, genomics, ethnobotany, economic botany, etc.).']",FEASIBLE,1.0,"The website is operational and the 'Plant Science' section is clearly accessible. The page explicitly states its focus on botanical diversity and tackling climate and biodiversity crises, and lists numerous research areas like 'Conservation Ecology' and 'Biodiversity Collections'.",200,True,
usclubsoccer.org,"Find information about the National Premier Leagues (NPL) on the US Club Soccer website, specifically focusing on what the NPL is.","[""Navigate to 'usclubsoccer.org'""
 ""Locate and click on the 'National Premier Leagues' or 'NPL' section in the navigation menu""
 'Read the introductory information about the NPL to understand its purpose and structure'
 'Summarize what the NPL is based on the information found']","['Successfully navigates to the NPL section of the website.'
 'Identifies that the NPL is a national competition platform or league for youth soccer.'
 'Mentions key aspects of the NPL, such as its focus on player development, competition, or pathways.']",FEASIBLE,1.0,"The website is operational and clearly states what the National Premier Leagues (NPL) is on the homepage, identifying it as a national competition platform for youth soccer.",200,True,
epubli.com,Explain the three main steps to publish a book on epubli.com.,"[""Navigate to 'epubli.com'""
 ""Locate and click on a navigation element related to 'publishing' or 'how it works'""
 'Identify the sections outlining the publishing process steps'
 'Summarize the three main steps for publishing a book on the platform']","['Identifies at least three distinct steps in the publishing process.'
 'The described steps accurately reflect the information provided on the website.'
 'The answer is concise and directly addresses the prompt.']",FEASIBLE,1.0,"The website is operational and clearly outlines 'Ganz einfach: In 3 Schritten zum eigenen Buch' (Very simple: In 3 steps to your own book) with distinct steps for file upload, equipment selection, and printing/publishing. [1]",200,True,
maps.tnc.org,Access the Geospatial Conservation Atlas and identify the primary categories of mapping tools available within it.,"['Navigate to maps.tnc.org'
 ""Click on the 'Geospatial Conservation Atlas' button""
 'Once inside the Atlas, identify and list the main categories or types of mapping tools presented.']","['Successfully navigates to the Geospatial Conservation Atlas interface.'
 ""Lists at least two distinct categories or types of mapping tools visible on the initial page of the Atlas (e.g., 'Terrestrial Resilience', 'Coastal Resilience', 'Forest Health', etc. - depending on what is visible after clicking the button).""]",FEASIBLE,1.0,"The website is operational and the 'Geospatial Conservation Atlas' is prominently displayed, leading to a page listing numerous mapping tools that can be categorized into distinct types such as 'Forest-related tools', 'Coastal/Marine Resilience', and 'Terrestrial/Land Resilience'.",200,True,
news.google.es,"Find the 'Cobertura completa' (Full Coverage) for one of the 'Noticias destacadas' (Featured News) articles on the Google News homepage, and identify at least three distinct sources mentioned within that full coverage.","[""Navigate to 'news.google.es'""
 ""Locate the 'Noticias destacadas' section on the homepage""
 ""Click on the 'Cobertura completa' link associated with any of the featured news articles""
 'Identify at least three distinct news sources listed within the full coverage page']","['Successfully navigates to the full coverage page of a featured news article.'
 'Identifies and lists at least three unique news sources (e.g., BBC, CNN, El País) that are part of the full coverage for that article.']",FEASIBLE,1.0,"The 'Noticias destacadas' section is present on the homepage, and each featured article includes an 'Obtén perspectivas y contexto' link, which serves as the 'Cobertura completa' functionality required by the task.",200,True,
visitsouthdevon.co.uk,Dismiss the privacy consent banner to access the main content of the Visit South Devon website.,"[""Navigate to 'visitsouthdevon.co.uk'""
 ""Locate and click the 'CONFIRM' button on the privacy consent banner""]","['The privacy consent banner is no longer visible on the webpage'
 'The agent has successfully gained access to the primary navigation or content of the website']",FEASIBLE,1.0,"The website loaded successfully and a privacy consent banner with a 'CONFIRM' button is clearly visible at the bottom of the page, indicating the task is completable.",200,True,
ej-technologies.com,Summarize the major new features introduced in JProfiler version 15.0.,"['Navigate to ej-technologies.com'
 ""Click on the 'What's new in JProfiler 15.0' link (id: 117 from a previous page, or navigate to it from the main JProfiler page if not directly visible)""
 ""Read the 'What's new in JProfiler 15.0' page to identify the major new features""
 'Summarize these features in the answer']","['Mentions the addition of Probes for Apache Kafka'
 'Describes the purpose of the Kafka probes (e.g., measuring data, identifying bottlenecks, optimizing configurations, maintaining health of streaming infrastructure)'
 'Distinguishes between Kafka consumers and Kafka producers probes'
 ""Mentions the 'Hot spots' view for Kafka producer probe""]",FEASIBLE,1.0,"The starting page clearly lists 'JProfiler Release 15' and explicitly mentions 'Apache Kafka probes' as a new feature, with a 'Read More' link indicating further details are available. [1]",200,True,
kreis-calw.de,Find a list of all cities and municipalities within the Landkreis Calw district.,"[""Navigate to 'kreis-calw.de'""
 ""Click on the 'Der Landkreis' section in the main navigation.""
 ""Browse the sub-sections or links within 'Der Landkreis' to find a page listing cities and municipalities.""
 'Identify and extract the names of at least three cities or municipalities from the list.']","['Successfully navigates to a page that explicitly lists the cities and municipalities of Landkreis Calw.'
 'Extracts the names of at least three distinct cities or municipalities from the displayed list.'
 'Does not rely solely on the search function or contact pages for this information.']",FEASIBLE,1.0,"The website is operational and the main navigation clearly shows a 'Der Landkreis' section with a 'Städte und Gemeinden' (Cities and Municipalities) sub-section, directly addressing the task's objective. [1]",200,True,
mannerofspeaking.org,Find an analysis of a famous speech on mannerofspeaking.org and identify the speaker and the main takeaway from the analysis.,"[""Navigate to 'mannerofspeaking.org'""
 ""Click on the 'Analysis of Speeches' link in the main navigation menu.""
 'Select one of the speech analyses listed on the page.'
 'Read the selected speech analysis to identify the speaker and the main takeaway or key lesson highlighted by the author.'
 ""Respond with the speaker's name and the main takeaway from the analysis.""]","[""Successfully navigates to the 'Analysis of Speeches' section.""
 'Opens and reads at least one speech analysis.'
 'Accurately identifies the speaker of the analyzed speech.'
 'Provides a concise and accurate main takeaway or key lesson from the analysis, as presented on the website.']",FEASIBLE,1.0,"The website is operational and the 'Analysis of Speeches' link is clearly visible in the navigation menu, indicating the required section is still present.",200,True,
fi.ramboll.com,Accept all cookies on the Ramboll Finland website to enable full site navigation.,"[""Navigate to 'fi.ramboll.com'""
 ""Click the 'Allow all cookies' button on the cookie consent banner""]","['The cookie consent banner is no longer visible on the page'
 'The main navigation menu or other primary site content is now accessible and visible']",FEASIBLE,1.0,"The website loaded successfully and no cookie consent banner was visible, indicating that the task's success criteria are met by default as the site is fully navigable.",200,True,
railpassengers.org,What are the benefits of becoming a member of the Rail Passengers Association?,"['Navigate to railpassengers.org'
 ""Click on the 'Join Us' or 'Become a Member' link""
 'Locate and identify the benefits of membership on the subsequent page'
 'Summarize the key benefits in the answer']","['Identifies at least two specific benefits of membership (e.g., advocacy, publications, discounts, exclusive content)'
 'The answer accurately reflects information found on the membership page']",FEASIBLE,1.0,"The website is operational, and the benefits of becoming a member are clearly listed on the homepage, including Amtrak rail fare discounts, travel deals, and exclusive content.",200,True,
monarchbeachgolf.com,Find out what type of golf instruction is offered at Monarch Beach Golf Links.,"[""Navigate to 'monarchbeachgolf.com'""
 ""Hover over the 'Instruction' dropdown menu""
 'Click on a link related to golf instruction or lessons'
 'Identify and list the types of instruction offered (e.g., private lessons, group clinics, junior programs)']","['Successfully navigates to the golf instruction page.'
 ""Lists at least two distinct types of golf instruction offered (e.g., 'Private Lessons', 'Group Clinics', 'Junior Golf').""]",FEASIBLE,1.0,"The website is operational and the navigation menu clearly shows an 'Instruction' dropdown with links to 'The Academy At Monarch Beach', 'Our Instructors', and 'Junior Golf Camps', indicating that the specific information required by the task is still present and easily accessible.",200,True,
blueridgemountains.com,Find out how many businesses are listed in the Fannin County Chamber of Commerce Business Directory.,"[""Navigate to 'blueridgemountains.com'"" ""Click on the 'Chamber' link""
 ""Click on the 'Business Directory' link""
 'Locate and state the total number of businesses listed in the directory.']","['Navigates to the Fannin County Chamber of Commerce Business Directory.'
 'Identifies and states the total count of businesses listed in the directory.']",FEASIBLE,1.0,"The website is operational, and both the 'Chamber' link and the 'Business Directory' link under 'Fannin County Chamber of Commerce' are present on the homepage, indicating the task can still be completed.",200,True,
visitnorthumberland.com,Find the opening times for Bamburgh Castle on the Visit Northumberland website.,"[""Navigate to 'visitnorthumberland.com'""
 ""Click on the 'Open Search Panel' button.""
 ""Type 'Bamburgh Castle' into the search bar and initiate the search.""
 'Click on the search result that corresponds to Bamburgh Castle.'
 'Locate the opening times or visitor information section on the Bamburgh Castle page, and respond with them.']","['Successfully navigates to the dedicated page for Bamburgh Castle.'
 'Identifies and extracts the current opening times for Bamburgh Castle.'
 'The extracted opening times are accurate as displayed on the website.']",FEASIBLE,1.0,"The website is operational, and a search bar is present to find 'Bamburgh Castle'. Bamburgh Castle is also directly linked from the homepage under 'Explore our castles', making it highly probable that a dedicated page with opening times exists.",200,True,
intarch.ac.uk,Find an article discussing 'Digital Archiving in Archaeology' and identify the year of its publication.,"[""Navigate to 'intarch.ac.uk'"" 'Dismiss the cookie message if present'
 ""Locate an issue related to 'Digital Archiving in Archaeology' from the list of issues""
 'Click on the relevant issue link'
 ""Identify the publication year of the issue/article discussing 'Digital Archiving in Archaeology'""
 'Respond with the publication year']","[""Identifies 'Issue 58' or 'Issue 63' as relevant to 'Digital Archiving in Archaeology'""
 ""States the correct publication year for either 'Issue 58' (2021) or 'Issue 63' (2023)""]",FEASIBLE,1.0,"The website is operational, and the homepage clearly lists articles and issues related to 'Digital Archiving in Archaeology', with a prominent 'All Issues' link for further navigation to find publication years. [1]",200,True,
meierijstad.nl,Find the general phone number for the Gemeente Meierijstad.,"[""Navigate to 'meierijstad.nl'""
 ""Click on the 'Contact' link or navigate directly to the contact page.""
 ""Locate the 'Bellen' (Calling) section.""
 'Extract the general phone number listed within this section.']","[""Successfully navigates to the 'Contact' page.""
 ""Identifies the 'Bellen' section.""
 'Extracts and provides the general phone number for the municipality.']",FEASIBLE,1.0,"The website is operational, and the homepage clearly displays a 'Contact' link with a 'Bellen' (Calling) section listed directly beneath it, indicating the required information is likely present and accessible.",200,True,
ncba.coop,What is the date and location of the 2025 IMPACT Conference?,"[""Navigate to 'ncbaclusa.coop'""
 ""Click on the '2025 IMPACT Conference' link""
 'Locate the date and location of the conference on the dedicated event page'
 'Respond with the date and location in the answer']","[""Identifies the correct conference ('2025 IMPACT Conference')""
 'States the specific date(s) of the conference'
 'States the specific location of the conference']",FEASIBLE,1.0,"The website is operational and a prominent link to the '2025 IMPACT Conference' is visible on the homepage, suggesting the required information is still present and accessible.",200,True,
researchprotocols.org,Find a research protocol related to 'digital health interventions' on researchprotocols.org and identify its primary objective.,"[""Navigate to 'researchprotocols.org'""
 'Locate the search bar or a similar function to search for protocols'
 ""Enter 'digital health interventions' into the search bar and initiate the search""
 'Browse the search results to find a relevant protocol'
 'Click on the title of a suitable protocol to open its full details page'
 'Identify and state the primary objective of the selected protocol']","[""Successfully navigates to 'researchprotocols.org'""
 ""Performs a search for 'digital health interventions'""
 'Selects and opens a relevant research protocol from the search results'
 'Accurately states the primary objective of the chosen protocol']",FEASIBLE,1.0,"The website is operational and contains a global search bar, which can be used to search for protocols. The presence of articles related to 'ehealth' and 'mHealth' suggests that research protocols on 'digital health interventions' are likely to be found on this site.",200,True,
sja.ca,Find out what types of first aid training courses are offered by St. John Ambulance Canada.,"[""Navigate to 'sja.ca'""
 ""Click on the 'Training' link in the main navigation menu""
 'Identify and list the general categories or types of first aid courses offered on the training page']","[""Successfully navigates to the 'Training' section of the website.""
 'Lists at least three distinct types or categories of first aid courses (e.g., Standard First Aid, CPR, Emergency First Aid, Advanced First Aid, etc.) as presented on the training page.'
 'Does not get stuck in a loop or repeat actions unnecessarily.']",FEASIBLE,1.0,"The website is operational, and the 'Training' section is prominently displayed in the main navigation. The page clearly lists multiple types of first aid training courses, including 'Standard/Intermediate First Aid', 'Emergency/Basic First Aid', and 'Advanced First Aid', directly fulfilling the task's success criteria. [1]",200,True,
docs.streamlit.io,Find the documentation for Streamlit's 'st.write' method and identify its primary purpose.,"[""Navigate to 'docs.streamlit.io' (assuming the 'Docs' link from the main site successfully leads here, or directly navigate if possible)""
 'Locate and use the search bar within the documentation site'
 ""Search for 'st.write'""
 ""Navigate to the 'st.write' method's documentation page""
 ""Identify and extract the primary purpose or a brief description of the 'st.write' method""]","[""Successfully navigates to the official documentation page for 'st.write' on docs.streamlit.io.""
 ""Accurately states the primary purpose of 'st.write' (e.g., 'to display anything from text to data frames, charts, and more').""
 'Does not get stuck in a navigation loop or return to the main Streamlit components page.']",FEASIBLE,1.0,"The website loaded successfully, displays a search bar, and has an 'API reference' section, indicating that the documentation for 'st.write' can likely be found and its purpose identified.",200,True,
nokiantyres.se,"Find the section on Nokian Tyres' website that provides general tire tips and advice, and specifically locate any information about tire pressure.","[""Navigate to 'nokiantyres.se'""
 ""Click on the 'Däcktips' (Tire Tips) link in the main navigation.""
 ""On the 'Däcktips' page, identify and navigate to any section or article that discusses tire pressure.""
 'Extract any general advice or guidelines provided regarding tire pressure.']","[""Successfully navigates to the 'Däcktips' section of the website.""
 ""Locates and accesses content related to tire pressure within the 'Däcktips' section.""
 'Summarizes at least one piece of general advice or guideline about tire pressure found on the page (e.g., importance of checking pressure, impact on safety/fuel economy, where to find correct pressure for a car).']",FEASIBLE,1.0,"The website is operational and the 'Däcktips' section is clearly visible on the homepage. Within 'Däcktips', there are sub-sections like 'Däckskötsel och underhåll' (Tire care and maintenance) which is highly likely to contain information about tire pressure, making the task completable.",200,True,
trane.eu,"Identify the primary categories of HVAC equipment offered by Trane on their European website (trane.eu) as listed on the homepage, without attempting to bypass any human verification.","['Navigate to trane.eu'
 'Identify and list the main HVAC equipment categories visible directly on the homepage, if any, without clicking any links that might trigger human verification.']","['Successfully navigates to trane.eu.'
 ""Lists the major equipment categories visible on the homepage (e.g., 'Air Conditioning Systems', 'Heat Pumps', 'Chillers', 'Controls') if they are immediately present.""
 ""Does NOT attempt to click on any 'Begin' or 'Confirm' buttons associated with human verification.""
 'Does NOT attempt to navigate beyond the initial homepage if a human verification screen is immediately presented upon arrival.']",FEASIBLE,1.0,"The website is operational and the primary HVAC equipment categories such as 'Heat pumps', 'Chillers', 'Air Handlers', and 'Rooftop Units' are clearly visible on the homepage. [1]",200,True,
comune.roma.it,Find the official email address (PEC) for the Rome City Council.,"[""Navigate to 'comune.roma.it'"" ""Click on the 'Contatti' dropdown menu""
 ""Click on 'PEC, posta elettronica certificata' under the 'Rubrica' section""
 'Locate the official PEC email address on the new page, and respond with that address in the answer']","['Identifies the correct PEC (Posta Elettronica Certificata) email address for the Rome City Council.'
 'The answer must be the exact PEC address found on the website.']",FEASIBLE,1.0,"The website is operational and the navigation path described in the task instructions ('Contatti' -> 'Rubrica' -> 'PEC, posta elettronica certificata') is clearly visible on the homepage.",200,True,
historymatters.gmu.edu,Find and read a primary source document related to the Great Depression on History Matters (historymatters.gmu.edu).,"[""Navigate to 'historymatters.gmu.edu'""
 'Locate the search bar or a section dedicated to primary sources/eras'
 ""Search for 'Great Depression' or navigate to the relevant historical period""
 'Select and open a primary source document related to the Great Depression'
 'Summarize a key detail from the document']","['Successfully navigates to historymatters.gmu.edu'
 'Locates and opens a primary source document related to the Great Depression'
 'Extracts and provides a specific, relevant detail from the opened document']",FEASIBLE,1.0,"The website is operational and explicitly offers a section to explore primary source documents, along with a search function, which directly supports the task requirements. [1]",200,True,
